id,sentiment,kfold,rf_svd_pred
10310_9,1,2,0.69
8469_7,1,2,0.07
2773_7,1,2,0.48
9265_9,1,2,0.59
5046_10,1,2,0.54
825_1,0,2,0.47
1405_7,1,2,0.42
11246_8,1,2,0.56
2737_9,1,2,0.64
3131_7,1,2,0.55
7957_2,0,2,0.3
6289_1,0,2,0.22
8649_1,0,2,0.31
8378_10,1,2,0.74
12084_3,0,2,0.35
4517_9,1,2,0.59
9055_2,0,2,0.42
4649_10,1,2,0.65
6961_2,0,2,0.37
6206_1,0,2,0.56
5817_1,0,2,0.25
2945_1,0,2,0.25
10444_1,0,2,0.34
8047_9,1,2,0.61
6933_9,1,2,0.81
7114_4,0,2,0.38
8584_8,1,2,0.48
2545_8,1,2,0.69
2866_1,0,2,0.32
5336_8,1,2,0.67
9843_7,1,2,0.6
5547_8,1,2,0.81
6419_1,0,2,0.59
4141_4,0,2,0.42
11452_1,0,2,0.29
9056_8,1,2,0.54
10143_8,1,2,0.65
2720_3,0,2,0.44
4831_4,0,2,0.44
9291_7,1,2,0.6
10974_2,0,2,0.3
7704_10,1,2,0.52
11957_1,0,2,0.38
414_2,0,2,0.29
5475_8,1,2,0.75
2605_1,0,2,0.27
463_4,0,2,0.5
5774_1,0,2,0.38
4401_9,1,2,0.71
6158_10,1,2,0.67
11177_8,1,2,0.37
6180_3,0,2,0.35
10988_2,0,2,0.26
1905_10,1,2,0.88
8680_9,1,2,0.64
5784_4,0,2,0.44
9129_4,0,2,0.66
6709_1,0,2,0.52
12049_3,0,2,0.36
8350_3,0,2,0.45
3580_10,1,2,0.51
7808_10,1,2,0.65
8554_1,0,2,0.33
8274_1,0,2,0.25
3320_8,1,2,0.78
8616_8,1,2,0.61
6682_10,1,2,0.77
3115_2,0,2,0.25
11240_7,1,2,0.55
11585_1,0,2,0.19
9654_1,0,2,0.14
9764_9,1,2,0.65
7261_8,1,2,0.63
7690_2,0,2,0.28
6703_1,0,2,0.55
1722_7,1,2,0.79
5800_2,0,2,0.25
8396_4,0,2,0.43
11916_3,0,2,0.51
10333_8,1,2,0.57
9162_10,1,2,0.6
4692_10,1,2,0.74
5608_9,1,2,0.77
4843_7,1,2,0.73
10349_10,1,2,0.7
9521_10,1,2,0.49
9077_1,0,2,0.21
6092_8,1,2,0.38
2803_2,0,2,0.3
4186_7,1,2,0.39
5706_9,1,2,0.27
11279_10,1,2,0.7
6243_9,1,2,0.66
12209_7,1,2,0.74
10277_1,0,2,0.27
2219_1,0,2,0.38
6142_1,0,2,0.16
7136_3,0,2,0.22
7916_8,1,2,0.3
4780_1,0,2,0.56
5931_4,0,2,0.36
6245_1,0,2,0.38
10777_2,0,2,0.47
5850_4,0,2,0.34
8088_7,1,2,0.53
11168_1,0,2,0.43
6941_9,1,2,0.77
2348_3,0,2,0.55
7186_7,1,2,0.59
7212_2,0,2,0.34
9117_1,0,2,0.35
7930_1,0,2,0.43
2352_2,0,2,0.42
12142_9,1,2,0.43
4762_1,0,2,0.48
9928_3,0,2,0.42
7438_10,1,2,0.61
7249_1,0,2,0.34
10196_1,0,2,0.43
792_1,0,2,0.64
8471_10,1,2,0.72
10540_10,1,2,0.61
11579_2,0,2,0.25
10050_2,0,2,0.4
6226_10,1,2,0.72
8640_10,1,2,0.74
11756_2,0,2,0.45
4953_1,0,2,0.39
5800_10,1,2,0.65
393_8,1,2,0.67
11923_10,1,2,0.84
8609_10,1,2,0.77
10620_4,0,2,0.37
6885_1,0,2,0.37
10787_1,0,2,0.27
9540_2,0,2,0.49
8832_7,1,2,0.73
844_8,1,2,0.77
11419_10,1,2,0.78
8870_8,1,2,0.74
241_8,1,2,0.57
7806_10,1,2,0.63
5117_10,1,2,0.61
6078_8,1,2,0.56
1858_10,1,2,0.75
6568_9,1,2,0.7
9271_8,1,2,0.57
402_2,0,2,0.28
1752_8,1,2,0.72
2247_10,1,2,0.75
3336_1,0,2,0.25
12349_10,1,2,0.7
5911_4,0,2,0.48
5496_4,0,2,0.42
8948_7,1,2,0.51
5860_1,0,2,0.36
5641_7,1,2,0.64
5050_1,0,2,0.32
9553_9,1,2,0.64
8705_1,0,2,0.34
9898_1,0,2,0.48
10762_10,1,2,0.57
8659_1,0,2,0.28
5301_8,1,2,0.57
2370_10,1,2,0.49
1693_10,1,2,0.58
5047_3,0,2,0.29
1568_1,0,2,0.35
1525_1,0,2,0.36
10623_8,1,2,0.76
8808_1,0,2,0.34
3876_8,1,2,0.66
2217_3,0,2,0.31
6350_8,1,2,0.47
11855_1,0,2,0.15
11667_1,0,2,0.5
3511_4,0,2,0.19
7351_10,1,2,0.83
7601_4,0,2,0.21
7945_1,0,2,0.5
12478_9,1,2,0.83
8923_3,0,2,0.43
636_10,1,2,0.68
2907_4,0,2,0.31
8278_10,1,2,0.87
6536_7,1,2,0.72
8955_3,0,2,0.53
9141_8,1,2,0.45
2489_7,1,2,0.67
1476_10,1,2,0.68
10227_1,0,2,0.39
9549_1,0,2,0.41
2117_10,1,2,0.64
937_10,1,2,0.67
7123_2,0,2,0.36
7897_8,1,2,0.61
11765_4,0,2,0.55
3664_4,0,2,0.36
6285_1,0,2,0.4
3213_10,1,2,0.59
1605_4,0,2,0.46
3016_1,0,2,0.5
4523_10,1,2,0.56
6595_9,1,2,0.71
8286_1,0,2,0.37
10813_10,1,2,0.61
12331_8,1,2,0.65
9048_8,1,2,0.77
8844_4,0,2,0.43
1749_10,1,2,0.72
7503_7,1,2,0.51
4460_1,0,2,0.24
2286_10,1,2,0.79
4330_10,1,2,0.75
4413_8,1,2,0.72
10285_10,1,2,0.71
803_10,1,2,0.46
12264_1,0,2,0.64
3624_2,0,2,0.27
1971_1,0,2,0.65
7107_2,0,2,0.27
6721_3,0,2,0.42
6122_2,0,2,0.65
9830_7,1,2,0.35
9942_7,1,2,0.42
8226_8,1,2,0.56
11082_1,0,2,0.26
1194_7,1,2,0.75
11034_1,0,2,0.52
2965_2,0,2,0.36
6093_8,1,2,0.56
4294_2,0,2,0.52
2691_4,0,2,0.55
7005_9,1,2,0.61
4149_1,0,2,0.29
7631_4,0,2,0.42
795_8,1,2,0.41
12301_4,0,2,0.52
4723_1,0,2,0.49
3649_4,0,2,0.49
4413_1,0,2,0.54
7662_3,0,2,0.1
8913_2,0,2,0.67
1206_4,0,2,0.36
5481_10,1,2,0.38
5514_4,0,2,0.63
1758_1,0,2,0.18
10051_4,0,2,0.5
7735_10,1,2,0.71
436_1,0,2,0.37
9176_1,0,2,0.23
680_8,1,2,0.55
8849_4,0,2,0.37
1961_9,1,2,0.7
11699_10,1,2,0.6
2639_7,1,2,0.77
4065_10,1,2,0.65
412_4,0,2,0.63
6087_3,0,2,0.24
4110_1,0,2,0.33
11433_8,1,2,0.71
7670_8,1,2,0.57
10001_4,0,2,0.45
11404_4,0,2,0.45
6917_2,0,2,0.48
2809_4,0,2,0.63
2129_8,1,2,0.6
4634_2,0,2,0.3
9525_1,0,2,0.31
5019_10,1,2,0.72
10390_2,0,2,0.16
3160_7,1,2,0.61
4466_2,0,2,0.38
8728_7,1,2,0.44
6174_2,0,2,0.51
11089_10,1,2,0.55
11050_8,1,2,0.5
1626_10,1,2,0.63
6326_10,1,2,0.64
676_4,0,2,0.3
9630_1,0,2,0.31
8206_2,0,2,0.23
4859_1,0,2,0.36
10698_4,0,2,0.29
5742_2,0,2,0.29
8713_1,0,2,0.25
503_10,1,2,0.63
5380_7,1,2,0.82
5108_1,0,2,0.55
8096_1,0,2,0.32
9977_7,1,2,0.55
5211_4,0,2,0.31
1930_4,0,2,0.21
8461_1,0,2,0.13
7196_8,1,2,0.71
2036_4,0,2,0.41
11106_10,1,2,0.67
7662_10,1,2,0.7
12372_7,1,2,0.68
4009_9,1,2,0.6
7237_10,1,2,0.7
1231_4,0,2,0.59
9573_1,0,2,0.24
2660_10,1,2,0.64
5835_10,1,2,0.67
3316_10,1,2,0.7
5440_10,1,2,0.56
11025_1,0,2,0.28
1506_1,0,2,0.57
7474_9,1,2,0.72
1620_10,1,2,0.45
2440_10,1,2,0.64
736_10,1,2,0.65
1730_1,0,2,0.52
1581_7,1,2,0.54
6107_7,1,2,0.48
3767_1,0,2,0.14
3614_7,1,2,0.6
2446_3,0,2,0.5
10034_8,1,2,0.69
11372_7,1,2,0.57
8210_4,0,2,0.47
5290_10,1,2,0.56
1920_4,0,2,0.68
6213_7,1,2,0.69
10411_2,0,2,0.37
3198_10,1,2,0.62
1304_7,1,2,0.52
4296_1,0,2,0.14
11708_8,1,2,0.65
3077_1,0,2,0.31
9868_1,0,2,0.23
8302_8,1,2,0.18
10787_10,1,2,0.66
6581_7,1,2,0.49
12246_1,0,2,0.41
3700_9,1,2,0.72
6180_7,1,2,0.57
11892_4,0,2,0.41
12255_3,0,2,0.08
7530_3,0,2,0.52
11309_3,0,2,0.41
12084_8,1,2,0.54
2441_3,0,2,0.42
10412_8,1,2,0.71
8196_1,0,2,0.39
5590_1,0,2,0.34
3465_4,0,2,0.49
12311_1,0,2,0.3
1506_7,1,2,0.55
12008_4,0,2,0.52
1887_8,1,2,0.5
8368_1,0,2,0.35
925_1,0,2,0.39
1297_8,1,2,0.52
8285_8,1,2,0.51
11578_10,1,2,0.59
7030_10,1,2,0.77
833_2,0,2,0.51
955_4,0,2,0.7
9263_8,1,2,0.64
607_3,0,2,0.37
11896_4,0,2,0.6
84_3,0,2,0.38
766_4,0,2,0.6
12313_1,0,2,0.4
2631_1,0,2,0.29
88_2,0,2,0.59
10622_10,1,2,0.67
4194_10,1,2,0.78
4470_8,1,2,0.71
5372_7,1,2,0.77
208_9,1,2,0.56
5052_1,0,2,0.63
4298_1,0,2,0.31
6347_3,0,2,0.59
10452_10,1,2,0.61
5106_4,0,2,0.19
9537_1,0,2,0.18
7412_3,0,2,0.31
11281_2,0,2,0.33
780_7,1,2,0.69
4712_2,0,2,0.51
8176_8,1,2,0.48
8111_3,0,2,0.71
5697_3,0,2,0.37
6648_1,0,2,0.29
3469_4,0,2,0.38
10170_8,1,2,0.36
4671_10,1,2,0.61
8395_8,1,2,0.55
3789_8,1,2,0.62
11596_10,1,2,0.63
2541_7,1,2,0.62
11_9,1,2,0.62
10567_2,0,2,0.29
4505_8,1,2,0.68
8002_7,1,2,0.49
12111_2,0,2,0.33
5766_1,0,2,0.56
3355_4,0,2,0.36
6639_10,1,2,0.5
8555_4,0,2,0.6
4867_3,0,2,0.53
10116_10,1,2,0.73
2878_8,1,2,0.56
4298_10,1,2,0.8
11907_4,0,2,0.68
8992_9,1,2,0.44
4975_8,1,2,0.56
9426_10,1,2,0.6
10127_8,1,2,0.58
11503_10,1,2,0.65
12248_7,1,2,0.48
10592_1,0,2,0.31
997_7,1,2,0.66
7734_10,1,2,0.65
7563_1,0,2,0.42
6273_1,0,2,0.61
299_10,1,2,0.69
9170_9,1,2,0.5
1472_8,1,2,0.46
2636_9,1,2,0.66
6202_7,1,2,0.63
4509_3,0,2,0.7
10278_1,0,2,0.36
6493_2,0,2,0.45
7063_8,1,2,0.69
9136_1,0,2,0.15
8962_9,1,2,0.75
2261_3,0,2,0.5
970_1,0,2,0.66
2292_2,0,2,0.61
6756_10,1,2,0.79
6821_4,0,2,0.45
6663_1,0,2,0.41
1632_7,1,2,0.63
4240_1,0,2,0.33
2868_7,1,2,0.66
4148_1,0,2,0.29
9177_10,1,2,0.52
6258_8,1,2,0.26
10060_9,1,2,0.54
2884_1,0,2,0.26
3217_8,1,2,0.43
2190_10,1,2,0.83
9722_2,0,2,0.47
3338_1,0,2,0.38
460_9,1,2,0.67
5546_7,1,2,0.6
4109_1,0,2,0.25
3442_2,0,2,0.36
2791_10,1,2,0.58
12250_10,1,2,0.69
2014_7,1,2,0.7
2789_7,1,2,0.64
6047_10,1,2,0.68
11887_8,1,2,0.81
7583_7,1,2,0.75
1869_9,1,2,0.84
5844_8,1,2,0.64
35_8,1,2,0.66
3108_3,0,2,0.48
1150_10,1,2,0.77
1388_10,1,2,0.59
11983_10,1,2,0.7
12081_1,0,2,0.31
1683_1,0,2,0.37
3846_2,0,2,0.45
3429_10,1,2,0.58
3677_8,1,2,0.77
2227_7,1,2,0.43
5692_7,1,2,0.57
194_1,0,2,0.41
9200_8,1,2,0.63
7976_7,1,2,0.76
6613_4,0,2,0.14
1830_8,1,2,0.81
8565_7,1,2,0.53
3412_1,0,2,0.24
6140_2,0,2,0.21
291_3,0,2,0.47
4337_1,0,2,0.49
801_8,1,2,0.59
2917_7,1,2,0.67
9311_1,0,2,0.48
10203_10,1,2,0.61
11989_10,1,2,0.72
1424_3,0,2,0.33
10647_2,0,2,0.61
3997_2,0,2,0.38
3039_1,0,2,0.36
7221_8,1,2,0.69
11249_7,1,2,0.57
4878_4,0,2,0.16
6711_10,1,2,0.59
1668_8,1,2,0.66
6803_1,0,2,0.53
6151_7,1,2,0.66
6900_8,1,2,0.68
12454_3,0,2,0.4
5397_4,0,2,0.37
1327_9,1,2,0.83
2128_8,1,2,0.66
1526_1,0,2,0.33
9307_1,0,2,0.29
152_9,1,2,0.7
7610_3,0,2,0.61
3658_10,1,2,0.75
11610_1,0,2,0.51
9130_9,1,2,0.72
1404_3,0,2,0.71
8942_8,1,2,0.53
8513_2,0,2,0.29
2557_1,0,2,0.22
8401_10,1,2,0.73
12362_8,1,2,0.48
4205_8,1,2,0.57
5038_10,1,2,0.62
9406_2,0,2,0.23
11238_7,1,2,0.77
5682_1,0,2,0.34
3020_9,1,2,0.74
9622_10,1,2,0.37
9781_1,0,2,0.33
4092_3,0,2,0.29
6467_3,0,2,0.18
8308_1,0,2,0.47
2679_3,0,2,0.31
5761_4,0,2,0.23
1463_10,1,2,0.75
1044_4,0,2,0.69
1804_10,1,2,0.77
3188_1,0,2,0.43
6890_8,1,2,0.59
2706_2,0,2,0.22
4681_7,1,2,0.6
1855_9,1,2,0.59
9123_1,0,2,0.32
1600_1,0,2,0.65
11937_1,0,2,0.24
9475_4,0,2,0.3
9146_9,1,2,0.83
8092_3,0,2,0.66
1260_4,0,2,0.4
4059_2,0,2,0.27
6373_2,0,2,0.37
11643_2,0,2,0.71
10567_9,1,2,0.61
7781_2,0,2,0.62
11244_4,0,2,0.42
6006_10,1,2,0.6
9231_8,1,2,0.46
1832_4,0,2,0.55
11870_1,0,2,0.61
4225_10,1,2,0.69
7589_8,1,2,0.68
559_1,0,2,0.43
11815_10,1,2,0.72
8996_1,0,2,0.46
3807_4,0,2,0.37
7281_2,0,2,0.37
7255_2,0,2,0.44
7843_9,1,2,0.54
690_4,0,2,0.31
5288_1,0,2,0.25
3981_2,0,2,0.33
624_9,1,2,0.62
4857_2,0,2,0.17
9214_7,1,2,0.56
8422_2,0,2,0.51
9930_8,1,2,0.77
6791_10,1,2,0.63
8763_9,1,2,0.68
330_10,1,2,0.68
8052_1,0,2,0.4
9655_1,0,2,0.21
6789_4,0,2,0.32
893_8,1,2,0.74
7184_7,1,2,0.65
5248_3,0,2,0.37
7070_2,0,2,0.34
5907_1,0,2,0.23
3379_2,0,2,0.5
10291_7,1,2,0.6
5390_9,1,2,0.75
8599_2,0,2,0.37
4115_1,0,2,0.22
8892_10,1,2,0.73
932_10,1,2,0.59
8950_7,1,2,0.5
9426_2,0,2,0.48
9370_4,0,2,0.67
7489_1,0,2,0.41
6762_1,0,2,0.34
9527_10,1,2,0.66
2314_7,1,2,0.46
178_3,0,2,0.45
11632_7,1,2,0.45
8345_7,1,2,0.57
2797_10,1,2,0.47
4613_4,0,2,0.49
2913_7,1,2,0.51
6194_2,0,2,0.36
8729_10,1,2,0.64
11235_8,1,2,0.68
11361_4,0,2,0.54
10894_4,0,2,0.46
12345_10,1,2,0.81
6147_7,1,2,0.66
9158_10,1,2,0.59
12494_8,1,2,0.45
9189_10,1,2,0.76
11661_7,1,2,0.45
4319_1,0,2,0.51
555_8,1,2,0.67
4926_8,1,2,0.74
8945_10,1,2,0.66
801_4,0,2,0.51
10197_1,0,2,0.27
4182_1,0,2,0.36
3121_4,0,2,0.34
12378_1,0,2,0.57
1222_1,0,2,0.21
8762_1,0,2,0.31
12066_2,0,2,0.49
6203_7,1,2,0.44
6829_8,1,2,0.66
3579_8,1,2,0.42
2009_4,0,2,0.51
10157_4,0,2,0.43
10691_3,0,2,0.27
11642_10,1,2,0.72
638_10,1,2,0.66
9470_8,1,2,0.58
6675_1,0,2,0.33
5387_8,1,2,0.71
6077_9,1,2,0.47
8127_8,1,2,0.65
7036_10,1,2,0.67
4561_10,1,2,0.69
7684_7,1,2,0.46
1503_9,1,2,0.7
130_1,0,2,0.42
5128_4,0,2,0.66
5899_3,0,2,0.34
2775_7,1,2,0.68
10781_2,0,2,0.42
1010_10,1,2,0.64
7564_1,0,2,0.4
155_10,1,2,0.76
10367_4,0,2,0.27
7169_8,1,2,0.68
7716_4,0,2,0.43
6609_8,1,2,0.6
11171_3,0,2,0.51
2969_10,1,2,0.54
6975_3,0,2,0.15
9130_4,0,2,0.64
220_10,1,2,0.66
3456_9,1,2,0.48
6082_9,1,2,0.74
5523_1,0,2,0.3
80_9,1,2,0.48
10692_4,0,2,0.42
9817_8,1,2,0.57
21_7,1,2,0.84
813_3,0,2,0.46
5307_3,0,2,0.33
12175_3,0,2,0.27
495_1,0,2,0.23
4328_3,0,2,0.39
4452_8,1,2,0.6
6273_9,1,2,0.55
8434_1,0,2,0.4
9131_3,0,2,0.27
9593_10,1,2,0.66
1854_2,0,2,0.3
3199_10,1,2,0.66
1795_8,1,2,0.61
1544_10,1,2,0.7
6249_2,0,2,0.49
4872_4,0,2,0.44
3362_1,0,2,0.13
5785_4,0,2,0.63
4445_7,1,2,0.55
11525_1,0,2,0.32
11593_4,0,2,0.25
6342_3,0,2,0.24
3851_10,1,2,0.64
11156_8,1,2,0.48
10802_1,0,2,0.25
6945_3,0,2,0.41
6278_7,1,2,0.36
5279_8,1,2,0.68
7075_3,0,2,0.38
1711_8,1,2,0.65
10809_10,1,2,0.71
3820_2,0,2,0.46
1329_8,1,2,0.71
1718_3,0,2,0.59
4741_7,1,2,0.58
4747_8,1,2,0.37
1019_1,0,2,0.34
1464_7,1,2,0.76
5063_7,1,2,0.52
7743_8,1,2,0.72
10240_8,1,2,0.68
10725_9,1,2,0.5
9584_4,0,2,0.16
3886_10,1,2,0.52
8789_10,1,2,0.57
7932_8,1,2,0.44
435_8,1,2,0.53
4573_10,1,2,0.54
7765_7,1,2,0.68
3074_8,1,2,0.69
6510_4,0,2,0.31
9228_3,0,2,0.46
1731_10,1,2,0.63
11820_8,1,2,0.62
1313_9,1,2,0.6
10336_8,1,2,0.48
9083_1,0,2,0.43
9914_4,0,2,0.49
462_8,1,2,0.76
5719_2,0,2,0.18
829_1,0,2,0.55
6138_1,0,2,0.34
3258_10,1,2,0.75
12014_2,0,2,0.48
8697_2,0,2,0.2
7584_3,0,2,0.54
6324_8,1,2,0.5
7888_1,0,2,0.3
5872_9,1,2,0.64
11164_8,1,2,0.62
8453_10,1,2,0.74
7556_8,1,2,0.65
7665_7,1,2,0.56
11750_10,1,2,0.82
8008_7,1,2,0.56
10686_2,0,2,0.49
5295_1,0,2,0.54
12358_7,1,2,0.63
3753_1,0,2,0.36
12268_7,1,2,0.35
8423_4,0,2,0.31
1622_8,1,2,0.63
3953_10,1,2,0.7
12421_10,1,2,0.85
6726_9,1,2,0.73
3196_1,0,2,0.42
11248_2,0,2,0.28
13_7,1,2,0.28
10537_10,1,2,0.75
11429_7,1,2,0.39
10037_9,1,2,0.69
6547_2,0,2,0.45
11336_4,0,2,0.45
2398_2,0,2,0.15
6293_4,0,2,0.42
6530_8,1,2,0.66
7459_10,1,2,0.41
5297_4,0,2,0.41
2352_9,1,2,0.56
1233_7,1,2,0.4
1052_8,1,2,0.73
3459_4,0,2,0.46
145_10,1,2,0.5
3780_2,0,2,0.2
10208_7,1,2,0.76
10331_2,0,2,0.19
1843_9,1,2,0.64
4526_4,0,2,0.57
1272_7,1,2,0.55
7322_10,1,2,0.58
9944_9,1,2,0.71
2327_10,1,2,0.64
5144_1,0,2,0.41
5754_2,0,2,0.63
85_2,0,2,0.28
3941_3,0,2,0.52
12185_9,1,2,0.72
10174_7,1,2,0.7
3614_2,0,2,0.28
10631_1,0,2,0.43
5148_7,1,2,0.5
3785_3,0,2,0.1
775_7,1,2,0.72
4176_2,0,2,0.18
8141_1,0,2,0.41
411_10,1,2,0.76
2898_9,1,2,0.73
6337_7,1,2,0.52
11524_2,0,2,0.45
1431_3,0,2,0.42
8373_9,1,2,0.43
6104_10,1,2,0.55
2644_1,0,2,0.25
6483_10,1,2,0.77
5723_7,1,2,0.58
1900_4,0,2,0.23
8057_10,1,2,0.61
12058_9,1,2,0.76
3844_8,1,2,0.6
8981_7,1,2,0.63
9251_9,1,2,0.29
10948_10,1,2,0.45
9553_1,0,2,0.28
3741_1,0,2,0.41
10852_10,1,2,0.54
5175_2,0,2,0.25
1867_2,0,2,0.37
6875_10,1,2,0.67
3732_10,1,2,0.72
3749_1,0,2,0.44
9645_8,1,2,0.64
461_8,1,2,0.52
3087_10,1,2,0.65
1721_1,0,2,0.22
6514_10,1,2,0.61
4916_9,1,2,0.84
9360_1,0,2,0.24
2212_10,1,2,0.64
10040_10,1,2,0.5
4996_9,1,2,0.72
2019_10,1,2,0.64
10215_2,0,2,0.28
5867_9,1,2,0.76
11495_10,1,2,0.52
8465_8,1,2,0.44
7920_7,1,2,0.61
4360_10,1,2,0.68
12423_2,0,2,0.36
1284_4,0,2,0.31
10053_8,1,2,0.76
9826_1,0,2,0.54
6461_10,1,2,0.61
3267_8,1,2,0.82
4293_8,1,2,0.45
8307_1,0,2,0.55
2328_3,0,2,0.39
2692_8,1,2,0.81
5102_3,0,2,0.36
3388_7,1,2,0.82
2723_4,0,2,0.58
11735_1,0,2,0.47
4191_10,1,2,0.76
7344_10,1,2,0.65
96_10,1,2,0.68
11208_8,1,2,0.56
10721_3,0,2,0.21
3035_2,0,2,0.22
10454_9,1,2,0.58
2038_7,1,2,0.48
2847_8,1,2,0.72
5292_4,0,2,0.77
8821_3,0,2,0.44
6198_7,1,2,0.46
4244_1,0,2,0.34
651_10,1,2,0.31
11435_3,0,2,0.5
11035_4,0,2,0.44
5880_1,0,2,0.52
4563_8,1,2,0.74
12453_1,0,2,0.34
122_9,1,2,0.64
3790_10,1,2,0.54
9947_10,1,2,0.43
226_10,1,2,0.74
2536_7,1,2,0.65
4766_10,1,2,0.39
2549_1,0,2,0.38
10191_10,1,2,0.63
735_1,0,2,0.59
2710_1,0,2,0.24
4866_7,1,2,0.59
7810_3,0,2,0.55
11566_10,1,2,0.65
3248_10,1,2,0.43
11189_8,1,2,0.55
7221_1,0,2,0.18
11638_4,0,2,0.54
5559_7,1,2,0.48
9328_7,1,2,0.82
8464_1,0,2,0.29
3105_8,1,2,0.62
7134_1,0,2,0.35
8244_9,1,2,0.65
6462_2,0,2,0.37
6527_1,0,2,0.1
475_10,1,2,0.74
9647_2,0,2,0.21
8937_1,0,2,0.14
2563_10,1,2,0.49
2558_10,1,2,0.54
7933_10,1,2,0.45
2185_1,0,2,0.35
9178_1,0,2,0.34
11431_1,0,2,0.32
9623_7,1,2,0.28
6133_1,0,2,0.08
10394_10,1,2,0.78
11198_8,1,2,0.61
3706_1,0,2,0.29
8372_10,1,2,0.77
7970_1,0,2,0.46
834_4,0,2,0.57
11906_7,1,2,0.62
3560_8,1,2,0.69
8406_3,0,2,0.65
11998_3,0,2,0.49
6224_7,1,2,0.69
10196_10,1,2,0.8
4318_3,0,2,0.41
7383_9,1,2,0.68
4037_2,0,2,0.59
9949_2,0,2,0.28
11951_8,1,2,0.59
8335_8,1,2,0.79
2891_8,1,2,0.59
3435_1,0,2,0.21
9809_2,0,2,0.37
6848_7,1,2,0.63
676_8,1,2,0.57
5159_10,1,2,0.43
5_10,1,2,0.73
4238_1,0,2,0.46
3821_4,0,2,0.36
2353_10,1,2,0.63
524_1,0,2,0.62
6385_10,1,2,0.68
2255_4,0,2,0.62
4403_4,0,2,0.48
10337_9,1,2,0.75
7774_7,1,2,0.72
6734_4,0,2,0.53
3334_9,1,2,0.54
11952_8,1,2,0.75
11942_8,1,2,0.78
1409_8,1,2,0.41
9681_1,0,2,0.48
11871_7,1,2,0.65
11993_1,0,2,0.34
2024_1,0,2,0.44
9269_7,1,2,0.4
4105_1,0,2,0.24
5969_10,1,2,0.65
1608_1,0,2,0.4
12154_7,1,2,0.68
9321_8,1,2,0.53
3761_2,0,2,0.34
10431_10,1,2,0.35
5348_8,1,2,0.65
8313_2,0,2,0.39
9573_8,1,2,0.53
5586_4,0,2,0.59
12066_8,1,2,0.55
8510_1,0,2,0.34
5121_10,1,2,0.51
8759_1,0,2,0.31
3606_9,1,2,0.56
9002_4,0,2,0.3
2009_10,1,2,0.64
10560_3,0,2,0.4
788_8,1,2,0.52
4258_9,1,2,0.61
7305_2,0,2,0.21
4939_1,0,2,0.54
820_1,0,2,0.54
1492_10,1,2,0.77
5679_10,1,2,0.66
8244_1,0,2,0.12
7477_9,1,2,0.54
1462_9,1,2,0.76
11042_2,0,2,0.49
10759_4,0,2,0.47
8595_10,1,2,0.77
1136_8,1,2,0.68
7668_10,1,2,0.7
2555_10,1,2,0.25
5354_10,1,2,0.49
3821_9,1,2,0.61
10232_10,1,2,0.59
10020_8,1,2,0.45
2290_10,1,2,0.55
292_10,1,2,0.43
6780_4,0,2,0.48
11758_1,0,2,0.34
4524_9,1,2,0.48
576_3,0,2,0.34
8075_1,0,2,0.44
10507_1,0,2,0.26
10339_7,1,2,0.44
5924_4,0,2,0.71
1952_3,0,2,0.42
2711_7,1,2,0.69
4193_3,0,2,0.46
9334_4,0,2,0.51
8678_4,0,2,0.28
3151_2,0,2,0.53
5881_7,1,2,0.65
9399_7,1,2,0.53
4759_7,1,2,0.53
4811_3,0,2,0.31
9416_3,0,2,0.33
7274_1,0,2,0.18
6131_10,1,2,0.39
11163_9,1,2,0.56
12109_10,1,2,0.73
3688_2,0,2,0.58
1319_1,0,2,0.41
1572_1,0,2,0.2
11775_2,0,2,0.22
11093_10,1,2,0.53
10160_7,1,2,0.71
11774_10,1,2,0.75
7726_10,1,2,0.65
2611_3,0,2,0.41
4894_10,1,2,0.54
11149_10,1,2,0.54
3318_9,1,2,0.77
2204_10,1,2,0.56
7742_3,0,2,0.19
4567_10,1,2,0.87
165_4,0,2,0.74
5954_7,1,2,0.63
1429_9,1,2,0.43
5088_8,1,2,0.56
1963_4,0,2,0.4
12133_7,1,2,0.5
10921_3,0,2,0.48
5900_10,1,2,0.7
248_4,0,2,0.36
11481_1,0,2,0.32
503_2,0,2,0.48
4005_3,0,2,0.41
11274_1,0,2,0.21
3689_8,1,2,0.51
10876_7,1,2,0.46
11110_3,0,2,0.32
4089_1,0,2,0.21
697_2,0,2,0.34
4167_2,0,2,0.57
4477_7,1,2,0.72
2232_1,0,2,0.4
9193_3,0,2,0.23
7488_1,0,2,0.33
4167_10,1,2,0.68
3797_9,1,2,0.77
5122_9,1,2,0.65
8843_7,1,2,0.27
2324_2,0,2,0.22
10974_10,1,2,0.6
4903_10,1,2,0.72
8354_2,0,2,0.18
4770_2,0,2,0.23
1725_8,1,2,0.7
5205_7,1,2,0.25
6216_2,0,2,0.4
10469_10,1,2,0.58
10660_10,1,2,0.59
584_3,0,2,0.5
10786_3,0,2,0.36
7531_8,1,2,0.57
2516_9,1,2,0.81
9273_7,1,2,0.66
8318_4,0,2,0.3
1539_3,0,2,0.21
1672_8,1,2,0.73
7391_9,1,2,0.71
1706_9,1,2,0.48
1911_10,1,2,0.71
4550_3,0,2,0.24
6230_2,0,2,0.29
6172_7,1,2,0.83
129_9,1,2,0.58
5582_9,1,2,0.53
206_10,1,2,0.68
1133_10,1,2,0.75
